id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
535,"""慕名而来体验高档俄餐，普希金广场地铁出来，很容易找到。店内装潢考究，典型的俄式风格，深色木制门窗和酒吧，华丽的吊顶，服务生传统服饰，优雅安静的举止都透露出高大上的气息。进门先到顺楼梯到地下衣帽间存包和外套，静谧的有点阴森的衣帽间，服务生非常温文尔雅的照顾，完了给你一个古色古香的金属号牌，以备取衣时不会错。上来安坐好研究了一下考究的菜单，俄英文字对照，没有图片，比较不方便，于是让厨师推荐，点了鱼子酱煎饼，红菜汤，蘑菇小牛肉饭。菜是一道一道上的，吃的很从容，味道不错，那个都有不同的惊喜。鱼子酱煎饼配了酸奶酱，去腥解腻很好吃。红菜汤中放了苹果，使浓重的汤里走了嫩滑的甜味。蘑菇小牛肉饭是用一个分隔的大盘子盛的，配菜是土豆和酸黄瓜，味道让我意想不到，酸黄瓜里还有腌制的圣女果，配合蘑菇牛肉饭非常解腻，浓香的蘑菇味道重透出一道酸爽的亮光。
吃完后参观了一下吧台，发现上面有很多的老物件，有过去奢华的石榴榨汁机，有带放大镜的度量天平，还有换成了电灯的老油气灯，很有意思。结账时服务员真的拿来一个小煤油灯放在桌子上，很有古朴的感觉。
总的说物有所值的俄式餐厅。""",,,,,,,,,,,,,,,,,,,,
536,"""一早在点评上查到的店，趁着离鸣沙山近，就来探店。

首先说地点，停车场出口把口的位置，很好找。

其次说服务，非常热情好客，有问必答，尽量满足顾客的需要，这一点特别特别值得赞扬。

最后说口味，我认为还不错，肉夹馍确实是亮点，膜外脆里嫩，肉也很好。

砂锅还可以，以粉为主，搭配一些油菜、豆皮、豆腐之类的，可搭配牛肉、蟹棒、排骨等一些荤菜，均价20左右。最喜欢的是胡椒味，我觉得对砂锅来说它太重要了。

炒菜也还可以，是家常的味道，而且定价比较合理，守在鸣沙山景区附近，这一点，非常可贵。

最后说一下环境，不要过多计较了，虽然并不宽敞，干净整洁就好，正经都做到了。

说好喽，明晚我再去买肉夹馍哟。""",,,,,,,,,,,,,,,,,,,,
537,"""家人聚会，用大众点评订座订的位置，早到了，服务员介绍有会员卡办理，这样就可以比团购划算，买4个特价菜。总体分析一下，环境这家真心一般，也就那样，空调感觉是摆设似的，开了也热得要死，一家人都热死了！菜上面属于上海口味，偏甜，但是并不是很甜得那种，如果说正宗，我只能说还行吧，水晶鸡还是不错的，吃了到那种以前去农家乐的感觉；家里老人都很喜欢芋头那道菜，长的像油豆腐塞肉，其实是芋头，味道也还行，胃口差得都吃了好几个。服务上，有个新来的小姑娘，貌似她自己说只刚做了5天的，瘦瘦的，真心好不错，虽然他服务菜上面内容不熟，但是对客人都很有礼貌很耐心，别的服务员嘛就一般水平，当然有好有差得，穿红衣服的阿姨不知道是干啥的，真不明白，晃来晃去的感觉！呵呵。。。一家人吃了400块，性价比还是蛮高的，不过建议以后去的人，其实办会员卡也就那几个菜啦，如果算下来还是团购券划算的绝对！""",,,,,,,,,,,,,,,,,,,,
538,"""总体感觉口味一般，我不喜欢上海的烤鱼风格。
【交通】交通方便，地铁大柏树站，旁边又一个公交站那里。
【环境】就餐环境光线不足，比较阴暗，不是很喜欢。
【服务】服务态度还可以，上菜速度略慢。
【菜品】我们团购的开学套餐
2斤的龙利鱼，个人比较喜欢龙利鱼，但是不喜欢上海的烤鱼形式，没有焦脆的感觉，而且整个泡在汤汁里面，更像是煮鱼。
加了四种配菜，莴笋、鱼豆腐、腐竹、魔芋丝，菜量还可以。
送了一个凉粉，我觉得好难吃啊，口味是甜的，我尝了一口就没再吃。""",,,,,,,,,,,,,,,,,,,,
539,"""九大碗的前身是临江门火锅，火锅做的也不错，女票最爱的一家火锅店！今天再走进九大碗，发现装修的风格完全变了，变得古朴典雅了，坐在包厢里，觉得很舒服很惬意！晚上的菜：最喜欢的就是蜀味仔姜鱼，鱼肉鲜嫩，辣中带着一点点的麻，很好吃的说！其它的菜色，比如青椒焖鸡感觉在宁德是第一次吃到，咸鲜味美，也非常的好吃！晚上吃的很开心，每一道菜都体现了厨师精湛的厨艺，给店家点个赞！老板也很热情，给我们送了一道小龙虾，香辣爽口的小龙虾，很好吃，就是店家忘了给我们手套了再说说店里的甜点吧，厨师煮的桂花小汤圆，甜度适中，爽滑弹牙好吃，吃到最后加了一份黄金馒头，也是大家一致的好评！今晚吃的很开心，很舒服，希望店家生意越来越好！真的是一家值得来消费的餐厅！赞""",,,,,,,,,,,,,,,,,,,,
540,"""位于城市广场5楼（也就是之前的中信广场），周边交通很便利，科学馆站地铁站，市委公交站都可到达。
 
之前很多大V经常提起此店，说烤猪，流沙包一流，终于有时间来拔草了。
 
6个人安排的包房，装修很温馨，从窗户可以看到城市广场的喷泉，露天酒吧，赏心悦目啊。餐具很可爱，上面都有一只公鸡，是新斗记注册过的标志。很有个性。
 
火山石烧乳猪，178元，切得很薄的猪皮，脆而不腻，经理说放1个小时还是依旧脆。我尽然吃了俩片，好稀奇。前几天才刚吃过其他商家的乳猪，我只咬了一小口就给腻到了。可想而知区别多大。推荐
 
海虎虾，炸过了的虾，一点都 不腻，而且很入味，口感鲜甜弹牙，超级棒，推荐。
 
姜葱鲍鱼煲，姜葱的香味很是诱惑，大大的鲍鱼让人食欲大开，一口下去，很是满足过瘾，很鲜的鲍鱼，值得推荐
 
姬松茸翅裙炖螺头，汤很鲜甜美味浓郁，煲的很烂很入味，一盅很难知足啊。推荐
 
镇店卤水乳鸽皇，卤的很是入味，肉也及其嫩，推荐
 
蒜蓉蛋白蒸蟹饭，感觉是先炒了一下，在蒸的，味道不腻，不错。
 
蘑菇流沙包，超级好吃，只能说小伙伴推荐的很棒，出品及其似蘑菇，一口咬下去，满满的都是爱，都是流沙，好香好香，堪称完美。非常推荐。
 
粟米石斑块，是有石斑炸成的，在蘸粟米汁入口，。有点吃不惯
 
生菜煲，有点油腻，单是菜很新鲜。
 
服务态度很好，换盘倒水都很快，感谢服务人员，辛苦了。
 
整体5星，很赞很赞，以后吃粤菜它家了。
而且有团购超级划算，大厅可以用团购，包房不可以，都有百分之十服务费收""",,,,,,,,,,,,,,,,,,,,
541,"""嘻嘻。总的来说。还是满意的。 粤仔湾金和店地处市中心站前商贸城地区，闹中取静很方便。店虽然不大，装修简洁大方，很干净。东西还是挺不错的。粤仔湾的砂锅粥喜欢好久了。量很大，两个人还吃不下，这次点的88元的鲜虾海参粥，不过等待的时间有点长。几个菜也不错。香拌长寿菜淡淡的清香沁人心脾啊。好彩糖不粘是颜色非常漂亮，也很软糯的拉糕。茶树菇炒巴烤肉很鲜嫩可口，量也不错。大众点评网团购后很实惠。关键是省得找零钱麻烦。所以没有团购的地方坚决不消费！服务员很和气。美中不足的是，粤仔湾套餐团购偶尔出现，代金券团购优惠少。其实他家的粥、点心、点菜都不错的。希望以后经常推出实惠的套餐团购。还有一点，等待的时间实在太长。希望以后改进。感谢大众点评网，我会一如既往继续支持大众点评网的！嘻嘻""",,,,,,,,,,,,,,,,,,,,
542,"""第一次感觉太好了，所以这次真的有些失望。冰火菠萝油还是不错，这次趁热吃的，口感很好。点了一个念念不忘的牛河，想说粉的口感没有第一次吃的Q，牛肉还是一如即往的大块。还点了一个非主流沸腾鱼片，鱼的口感没有第一次吃的嫩滑，有点老，冷却的速度也比较快，最重要的是我入口最大的味觉就是咸，完全没有我第一次吃的鲜美想再来一块的感觉。最后要说的是叫澳门化皮肉吧，上次吃是港轩大四喜拼盘里的，之后就一直惦记，看到有单独点的就大力推荐了，哪知道上来的根本就不是图片上的长方体，而是片状的，服务员说厨师两种形状都做随机，我想说片状酥脆的部分很少，无花的部分更多，吃一块就满嘴油腻，真的不想说什么了，希望回复最初的水平吧""",,,,,,,,,,,,,,,,,,,,
543,"""位置还找  在君太地下一层 电梯直接对着就到
环境清新路线 有开放式厨房
推荐菜 黄馍馍 五米 松软 带着粮食的香味 很诱人 红豆馅微甜不腻 
蒸饺 莜麦皮儿 韭菜鸡蛋虾仁 十九米三个 味道很好 粗粮细作
拌木耳爽口 口味适中
莜面类一般 可以值得尝尝
功夫鱼 六十九米 口酥软 但也有鱼的鲜味 
拌面筋也还可以 蔬菜多
整体感觉还不错 但因为在商场里 人很多 工作日去的没排位 
美中不足的是 服务一般 个人也不太喜欢收餐具的服务员一直盯着桌子看 像是催促赶时间""",,,,,,,,,,,,,,,,,,,,
544,"""朋友看了点评去的，结果到店空无一人……坐下然后点单，陆续来了一两桌客人。没有点套餐怕不够吃都单点了，然后都shock了。锅底等了一会儿才上，其他菜也等的蛮久，说吃得饱汤头好的都是拖吧，吓死宝宝了，汤底不加味精不加盐但是真的是清汤寡水毫无口味可言。让服务员要来冬阴功调料加了还是没味道…也不是什么了不起的锅底就是清水加点酱，番茄锅没蕃茄味冬阴功不酸不辣。再就是菜量把单点的几种食物拼成了两大盘上来了，这少的可怜的量真的是一个人都能吃完。18块钱的御素丸子就是四个魔芋火锅丸一切二平铺，12块钱厚百叶一筷子就能解决，12块钱茼蒿也就两口自己看对比图吧，唯一稍微多一点能像样的就是腐皮素卷和越南素扎肉。狮子头下锅就烂成糊糊之后服务员才提醒要用铁丝漏勺，你早说啊……看菜量这么少和朋友赶紧吃完换地方……结账还多收一份调料钱，还好看了一眼账单。不能刷卡只收现金哦亲～环境这么好，服务员培训好一点菜品精致点才能长久好嘛。食客没那么好忽悠的～225块钱还不如麻辣烫再也不想吃第二次！""",,,,,,,,,,,,,,,,,,,,
545,"""以前每次逛街经过这里都会想着回学校的时候带一盒，因为真的很喜欢周黑鸭的味道，甜甜辣辣，口味独特。这家店感觉比较小巧，可是东西却什么都不缺。只要去美丽王国一眼就能看到门口的这家店，还是比较好找的。每次去感觉生意都很好，人挺多。服务态度倒是没怎么在意。感觉周黑鸭换成盒装之后价钱好像涨了不少，所以现在都没有像以前那样经常买了。不过买的人好像依旧不少，可能只是我个人没有买那么多了。附上几张周黑鸭中山路三店的外景图给大家看看~""",,,,,,,,,,,,,,,,,,,,
546,"""韩都，黑牛的店。以饲养进口，高档，听音乐的牛种为商业契机，推出的韩都的升级版烧烤店，这家店在华府新天地三楼。

吃的人，等位的人非常多，都是好奇，想尝试，体验的心态。这家肉品，从58起，足以体验出他的高端。店内装修，环境都很大气，就餐感觉到位。

肉品，个人推荐雪花坛肉，小牛排现在的烧烤烤肉，又迎来了回归原汁原味的时代，对于特味，调味的肉有部分客群是摒弃的。所以当西塔第一个站出来做斗牛，并把斗牛形成潮流后，各种模仿风暴也接踵而至…

怎么说呢，肉质本身，是好食材，紧致，精品~服务人员到位，训练有素，呵呵…价格，如果不参与ftc收获季的代金，或者团购优惠产品，那么没有性价比可言，我也算半个烧烤达人了，在沈城，这个价格的特色烧烤，并不是非吃他家不可，所以尝尝就好。""",,,,,,,,,,,,,,,,,,,,
547,"""位置很好找，就在大厦东南角，店铺朝东，店铺对面就是三维美食广场，店铺招牌很大，一眼就可以找到，老板服务很周到体贴，因为带孩子怕烫，老板帮忙剪成很小块，超周到贴心的服务，里面的芝士也是极好的，可以吃出拉丝。服务依然周到，味道依然好吃，以前总吃沙拉配番茄，这次换了口味，吃的沙拉配千岛酱，感觉一样好吃，吃寿司的时候就很喜欢千岛酱，在鸡排上感觉味道差不多，我每次去的时候都很点幸的没有人排队，但是炸的速度也不是很快，不知道是不是鸡排太厚的原因""",,,,,,,,,,,,,,,,,,,,
548,"""〔从前 就有个目标 把大众里收录的商家都要去一次 那就是我(ง •̀_•́)ง不一样的烟火〕
糯米团了两张65=100的券 很划算
两个人点了三个小菜 听着现场 环境又好赞 实在是很喜欢
环境有很多心思布置 喜欢洗手间的那个水龙头 古色古香的 还提供了啫喱水梳子发蜡给everybody打理一下形象 
演出台的位置比较好 音色也不错！效果也不错，鼓是DW？忘记了，不知道是什么牌子呢。反正总体很不错，当晚的乐队长发小哥不知道那把吉他是不是芬达，好小好轻也想买一把送给太郎呢！
中间有一个大的笼子 很像秘密花园的感觉 周边草木布置 还有很多可爱小摆设 例如莫斯科风格的牙签盒 复古街灯 还有很多很多赫本椅子啊之类的 晚上调暗灯光还有bar灯 照射的比较温和 至于吧台比较鸡肋= =因为没有鸡尾酒的能点的！！春田花花什么的都是软饮啊！！（无限吐槽 看show就想喝酒啊）
菜：
#卓大厨过水鱼# 是新鲜的鲈鱼 大约1斤半一条 趁热吃味美鲜甜，用双椒淋上去沾汁 不错 ¥88
#炝炒香香肉#不错啊 不腻 一小碗 越吃越多的感觉 微辣 ¥36
#仔姜啤酒麻鸭#我不喜欢仔姜那个味道 没啥啤酒味 比较小一碗 不划算 所以 我不推荐 ¥56
#麻辣兔头#第一次吃 大胆点了一个= =反正切开了一人一半 脑花好吃！…¥12
茶位费/5（是柠檬水）
饭/5（不错的油粘米）
营业时间到2点吧好像
不过在这里以后会旺起来就不应该那么早收
而乐队7点多就有了 都挺好
唱功也还可以 没有说那么烂  偏jazz多一点OR C-pop？""",,,,,,,,,,,,,,,,,,,,
549,"""我觉得我上当了，没有之一。
外地人开的骗火车站附近的人
工作路过，我还犹豫了一下，是不是嘿店，敢不敢进去？
后来看着门头上写着诚信经营赚良心钱就试着进去看了看。
面皮，米皮比外面贵一块钱，不是个事，但是当他端上来炒米皮的一刻，我后悔了。
颜色香味全无，再尝上一口，咸死人了。
我和老板说太咸，老板说我们都是按量放的，不会咸的，我让他拿筷子夹一口尝尝，他说不用尝，他吃的口味重，肯定不咸。
我让他给我往面皮里倒了些白水，老板问我是不是南方人，口味淡，我说是本地人，他说我们是不会做咸的，直到现在我已经喝了两大缸水了，真好，今天终于喝的进去这么多水了。
米皮没有劲道，软的不好吃，哎，七块大洋就这样糟蹋了，老板又赚到了良心钱""",,,,,,,,,,,,,,,,,,,,
550,"""火星美食街里面转悠了半天才找到 不得不夸赞美食街形成的速度 上次来这里吃小猪猪的时候四周都还没装修完毕 现在就搞得如火如荼啦 
个人很喜欢这个美食街 比起户部巷来说 重复的东西不多～每一家店都各有特色 选择比较多
M团上限购两份 一份也才1.9 很划算 老板验证得很快 选了蜜汁 蒜香的 忘记让老板不放孜然了 个人不喜欢孜然 所以觉得把原有的蒜香和蜜汁的味道掩盖了 但是还是可以闻出来蒜香 
鸡翅很嫩 不知道差评说的那个是什么意思""",,,,,,,,,,,,,,,,,,,,
551,"""新开不多久的糕点店，队排的挺长，路过好奇之下就买了些，听说是买一斤送半斤，买了一盒绿豆糕，还有几个老婆饼，纸杯枣糕，薄饼（不知道名字），统统尝了一遍，绿豆糕的皮薄而酥，看样子油不少，馅是绵软的，稍有奶味，买的时候刚出炉，所以热着吃更显香甜，凉着吃又是另一种感觉，我个人喜欢更干一些的，不会很甜的馅，这样吃了不感觉腻。老婆饼是糯米馅的，对此无感，不过也不算难吃。纸杯枣糕，偏硬，偏油，不够暄软，做的挺一般，薄饼有点像徐福记鸡蛋煎饼的口味，鸡蛋味挺浓，甜味也淡淡的，里面点缀着大约是葡萄干的东西，挺好吃，就是干沙沙的，口感像吃土。总体感觉一般，不知道为什么总是排队的人挺多，可能一个人一个口味，路过尝尝也行，吃过就知道怎么样了。""",,,,,,,,,,,,,,,,,,,,
552,"""黄记煌 位于万达广场地下一层 一家特色焖锅的饭店 点四份荤菜可以省掉30元的酱料钱 点了一份八爪鱼 一份鸡肉 一份排骨 一份牛蛙 总体感觉量不太多 锅里自带的素菜有地瓜胡萝卜洋葱之类的 一起焖过之后香味扑鼻 八爪鱼是最后放入的 吃起来特别嫩 其他菜和肉类也都很入味 选的微微辣的酱料 但还是挺辣的 米饭一元一份 面巾纸也是一元 他家100元和50元的团购券不能同时使用 这一点非常不可理解 两个女生吃了180 真的感觉菜份太小没什么东西 性价比不是很高！""",,,,,,,,,,,,,,,,,,,,
553,"""蛙来哒，位于宜昌中心商贸地带，CBD二楼杰之行旁，交通便利。不过来着用餐人多，用餐高峰时，尽量早点来，不然要等位啦！内里装修有特色，用餐环境好，服务人员态度好。
这里主要吃的蛙，这里有不同的做法，和配料组成了不同风味的味道。#紫苏味牛蛙平锅#黑椒耗油味牛蛙平锅#香辣味牛蛙泡锅#……这里还有特色小吃，推#北海道冰草#，口感爽脆，味道奇妙，尝起来冰冰的。#桂花糖糍粑# 这里还有碳烤小吃，牛蛙，排骨，🌽。 
这里品种繁多。""",,,,,,,,,,,,,,,,,,,,
554,"""下午五点多一点去的店里，从苏宁广场的汉堡王那里的路口继续往前走，在靠左手边的店铺中去寻找周小姐。店内的格调很是小清新的那种，感觉适合喝下午茶的那种。楼上楼下都有位子，但是人多的时候感觉位子还不够用哦，大家都希望做四人位的大桌子，话说我一个人去的坐的大位子，感觉好浪费哦，哈哈。美女老板说我中的套餐是一份牛排和一杯饮料只能选择奶茶，酸梅汁或者柠檬茶之类的，感觉跟团购价30差不多的套餐，这样来看还是性价比还不错的。
牛排是用盘子端上来的，个人更喜欢铁盘，尤其冬天这样会比较保温。要的八分熟，希望可以刚刚没有血丝但是又很嫩，但是八分熟貌似太熟，可能是牛排没有那么厚，建议还是七分熟吧。牛排里面的筋比较多，不是很好切。黑胡椒汁的搭配还是很好的。意面味道也还可以，鸡蛋直接煎的双面的比较熟了吧。还是想着可以热一些比较好。另外还有一小碗南瓜粥，整体感觉比较像糊状，里面吃不到南瓜丝，口感还不错。
最后感谢大众点评和店家给予我这次愉快的经历。""",,,,,,,,,,,,,,,,,,,,
555,"""晚上过去吃的，人不是很多，店里座位挺多的，空调很给力坐着很凉快，比较喜欢的一家店，不像上邦那家很压抑空气不是很好！店里的装修风格很有海南风格，三三两两的椰子树上面还挂着椰子、小猴子、顶上还挂着海南特色的帽子，虽然喝的是清补凉但吃的是一种品质。店员验证的也挺快的，坐下之后要倒水是自己自助的这点不是很喜欢，店里人那么多给客人倒杯水有多难。清补凉一碗的分量挺足的，料也很多的，有红枣、西米、绿豆、西瓜、椰丝、花生、红豆、通心粉。红枣很甜很爽口，西米煮的刚刚好QQ的，绿豆有点过硬、椰丝也很香、西瓜应该是刚好季节吧也很甜，上面的冰激凌球实在太好吃了，椰子味道的，旁边还一小份的椰奶，真的吃完一碗好饱哦，加上空调很给力，吃完好冷哦，夏天中午过来吃肯定很爽。总体还不错，价钱很实惠也有团购，卖相也好，看着就很有食欲，以后吃清补凉就是这家了。如果以后能加点芋圆什么进去就更好了，虽然没有点其他的点心，感觉价钱有点偏贵了。""",,,,,,,,,,,,,,,,,,,,
556,"""黄金地理位置，城市英雄对面，八➕八隔壁，司门口公交车站旁边。即使周边有正在施工的九龙仓工地，也没有对营业造成不好的影响。周六下午四点多去的，没有什么人，可是位置基本都已预定完。

环境：从绿植密布的门头可以看出，环境还不错。进门后则是百合花香扑鼻，整个人顿时就放松下来了。白天店内很安静，是下午茶的首选地，过了六点就比较闹腾。装修是餐厅结合清吧的风格，正如他们家的文案所写：晚餐就开始的夜生活。一楼是开放式的散座，二楼大部分都是包间，本来我们是要选一个私人包间方便朋友聊天的，但当天有朋友生日，坐在包间会听不到楼下的生日歌，所以才选的一楼。

口味：略偏重的口味，适宜的辣度，不油不腻刚刚好。烤鸡很有特色，用鸟笼子提上来的，皮脆肉嫩的口感。田螺炒黄鳝是下饭菜，水煮牛肉很一般，肉切太碎。锡纸鱼头超赞的，入味又鲜，可惜量少人多，只吃了一块，下次来要专门点一份仔细尝尝。田鸡就是青蛙啦，和妈妈做的味道差不多，属于家常菜。豆腐的调味很赞，拌饭很好吃。培根杏鲍菇一般般，豌豆很爽口，适合夏天吃。鸭舌不得不吐槽，真的不好吃，还没有路边摊的味道好。毛豆和我想的不一样，是拨了壳伴着橄榄菜的，豆子的清甜加上橄榄的增味还比较特别。米饭需要额外单点！总体来说，菜品的分量比较秀气，价位比一般湘菜餐厅略高，但完全在可以接受的范围内。

服务：服务人员的穿着偏文艺范，每个人都带着黑框眼镜，服务也很到位。会再次光顾的餐厅。""",,,,,,,,,,,,,,,,,,,,
557,"""           新汉力自助烤肉美食中心是家新开张不久店，店内环境干净整洁，食物品种较多，常见的烤肉品种都有，海鲜有生蚝、龙虾、花甲、蛏子，龙虾虽然小，但味道还不错。据说蛏子烤出来也非常好吃，我那天胃口不太好，所以没吃。水果品种很丰富，有柚子、火龙果、哈密瓜、西瓜、桂园、桔子、苹果、香梨、葡萄、石榴。还有山竹，我一进店就看到有客人拿了山竹，害我每次去拿食物都要去水果区那边转转，看看有没有山竹，一次也没碰到。饮料有现榨的果汁：西瓜汁、哈密瓜汁、火龙果汁。火龙果汁最好喝很甜，我一人就喝了3、4杯。这些都放在冰块上保鲜，非常新鲜。39元/位（团购价）能吃到龙虾、花甲、蛏子、生蚝、山竹，我觉得很值。""",,,,,,,,,,,,,,,,,,,,
558,"""这个店是詹记壮羊馆在昆明开的第二家店，和老店相比，这里的环境明显提升了很多，位置也更好一些。餐厅位于红锦路，交通便利，坐车的话在公交车右营村站下就到了，很容易找。若是开车也方便，餐厅旁边就有停车场，相当便捷。

这个区域的羊肉馆并不多，曾经开过几家，但坚持下来的寥寥。不过对詹记个人还是比较看好的，相信来过的朋友都会有同感，这里的羊肉相当不错，这个季节来此最为适合。160元一公斤的羊肉价格在昆明同城还是颇具优势的，至少比较公道。羊肉汤口味香醇，喝的时候加点切碎的小韭菜，一般人随便下来都能整他个三四碗下去。看得出来，这里的羊肉品质很好，有肥有瘦，也有羊杂羊血，吃的时候可根据喜好随心所欲。据说这里的羊肉每天都是老板通过朋友从会泽老家拉上来的，新鲜、美味，自然放养的结果就是汤鲜味美，如果几个朋友一起，还可以来点这里的土酒，几杯下肚，感觉超好。

来这里吃羊肉个人觉得还是要荤素搭配，餐厅的时蔬都很新鲜，羊汤里稍微烹煮一下就可以大快朵颐了。另外值得一提的是这里的沾水，辣而不寡，香味充足，调的时候不妨加点牟定卤腐感觉会更好，相信来过就很难忘记。

这里的消费比较接地气，人均60左右就能吃得相当不错了，立冬过后宜进补，如果生活在北市区，新开的詹记壮羊馆绝对值得一来！""",,,,,,,,,,,,,,,,,,,,
559,"""冬天到了，又是锅子飘香的季节了~~~
喜欢吃羊蝎子，在节日期间去朋友家玩，到了饭点他给我们推荐了楼下的这家馆子，这里的环境挺宽敞的，羊蝎子的味道也挺好的，肉很烂火候非常的好，因为女生比较多，所以我们点了全家福，蝎子和羊尾都留给男士去努力，我们还是更爱羊排，羊排非常地道，夹起来就是脱骨的，感觉特别好，吃起来非常过瘾~~~
他们家的凉菜味道也不错，特别喜欢#京味酱萝卜# 甜咸适口，吃完大肉肉来点这个真是没治了，特别的爽口~~~
羊蝎子是冬天美味，烤串是一年四季的爱，他们家的烤肉特别好吃，#红柳羊肉串##鸡里蹦##腰子#都非常好吃，羊蝎子、烤串构成了一个美好的节日之夜~~~
这里门口有挺大的停车场，去吃饭非常的方便，可能是要收费吧，据说是五元一辆车，要真是这样还是非常便宜的~~~""",,,,,,,,,,,,,,,,,,,,
560,"""室友过生日，请客来的这，好早之前就看到大众点评上老村长私募菜评价很好，但是一直没来吃。点了好多菜，太好吃了所以只得空拍了三张。因为菜不是我点的，所以不知道名字，哈哈。第一个有牛肉和金针菇，酱油胡椒把的很多，味道很浓。第二个别人推荐的，很好吃，虾很鲜，跟蒜香搭配在一起简直绝了，韭菜最后也煎的脆脆的。鸭我感觉一般，没什么突出的。如果过生日的话，还会送你一碗长寿面，很大一碗，味道没有特别好吃，味道可能就比自己在家煮要好吃那么一些。""",,,,,,,,,,,,,,,,,,,,
561,"""天桥酒楼位于镜湖区银湖北路香格里拉小区，毗邻方特欢乐世界。交通便利，不论是自驾还是选择公交都可以很方便的到达。天桥酒楼在此周边已经算得上是小有名气的了，我与同事、朋友们也都很熟悉，是我们聚餐的常去地点之一。首先他的店面整体布置算不上豪华但很得体、整洁，比较能给人以好感。在菜价和份量上也可以算的上比较实惠，个人比较推荐他们家的红烧野生青鱼尾、特色大排与绝味猪手，味道都很不错。再加上店家常常与大众点评合作推出折扣套餐。总的来说经济实惠，赞一个。""",,,,,,,,,,,,,,,,,,,,
562,"""作为蔡澜先生的粉丝，又作为竹升面狂热爱好者，早就渴望来传说中澳门面王“六记粥面”来一尝虾籽捞面。因为该店晚上六点半才营业，所以我等了一个多小时，还专门买了晚一些回深圳的船票。点了虾子云吞捞面，客观的讲，面的感觉一般，我个人觉得面本身不如在祥记面家和在黄枝记吃到的面。也不如香港深水埗刘森记的竹升面。传说中竹升压出来的薄的透光的云吞皮吃起来也没有感觉什么特别。因为该店晚上六点半才营业，如果专程为了去吃面而改变行程就不太必要了。""",,,,,,,,,,,,,,,,,,,,
563,"""本来是要去吃团购的刘大碗牛肉板面的，结果到那一看出兑关门了，没办法选了对门的这家店，这家店的门脸在晚上看还是挺亮堂显眼的。店内很干净，透明橱窗，可以看到里面的操作，服务员很热情，会告诉那些辣那些不辣，也可以要微微有点辣的，很细心，三个人选了麻辣牛肉面，和两个砂锅海鲜面，又要了个拌鸡架，要了两碟小菜。等待以段时间后，面来了，砂锅面感觉和过桥米线差不多，就是换成了面条而已，面不是很劲道，是那种现成的面，不过应该不怕煮。味道偏咸，量很大，吃起来女生应该吃不完。总之还是挺实惠的，下次还会再去的。""",,,,,,,,,,,,,,,,,,,,
564,"""霸王餐很幸运抽中招牌黄咖喱明虾，首先给店家“抛砖引玉”的营销手段点个赞，毕竟其他招牌特色菜同样诱人。考虑泰国菜最近人气很旺，我们特意提前电话预约，老板答复中午11点半左右可不用排队。
         电梯直奔六楼，明泰装修偏西餐厅，沙发情侣卡座，桌旁有小佛装饰，相当小资格调，比较适合情侣聚餐。
        因为刚吃过蓝象，所以心里总不免要相互比较。【虾片】更大片，和罐装的味道近似。【开胃拼盘】真是一大盘，都切成小份，两到四人吃吃正好。其中【虾饼】很厚实，鲜甜可口；【泰式春卷】酥脆，不蘸酱料也很香；【黄金包】比较惊艳，外皮很脆，内馅丰富，第一次觉得泰国人做点心也会如此考究。
         【招牌黄咖喱明虾】直接装盘，而不是像蓝象下面用蜡烛保温，缺点很明显，吃到后面冷冰冰。大虾是炸透浇透黄咖喱，配上各色蔬菜，色香味俱全。
        【西米露】和【青椰】基本每桌必点，一个卖手工，一个卖原材料，相信群众的眼光，值得推荐。
        这家吃下来所有菜都偏甜，不知是否特意改良过，感觉更适合无锡口味。""",,,,,,,,,,,,,,,,,,,,
565,"""为了证实自己真的来过重庆。在某同行的要求下特地来到解放碑，来，茄子！好了，可以觅食了。来到一个诸葛烤鱼的门前，好吧，来重庆试一试烤鱼吧。【地点】解放碑附近的某个大厦，直接有个电梯直通3楼。【环境】店铺倒是挺大的，但是我想说的是，老板也太节约了吧！这么大的店铺，桌布都破了这么大的洞了，好歹换个。好吧。【菜品】团购套餐里面是草鱼，没有选择，只好。草鱼的鱼骨头比较细，多，差点被卡住了。刚上来发现，恩，跟福州吃的烤鱼感觉不一样，我们是碳烤，所以鱼的表皮都很焦香。但这里并不是如此。鱼表皮不会感觉到烤焦。不过口感不错。点的是香辣味道，佩服自己。其实想的是不辣，服务员说最好吃的是香辣，然后我们就从了。不过有少了很多辣椒。但是还是很辣辣！口味确实不错。套餐中，有一份牛蛙，好吃！这个要推荐，就是量好少，同行的人说就2只吧。呃…好受伤，缺点，切的好小呢？【价格】我以为福州烤鱼贵，重庆烤鱼便宜呢？一斤草鱼48，我感觉呀，感觉呀，太贵啦！用美团的团购合算，4-5人的，170元。同时还有券的。【服务】个人感觉服务没有特别好，所以给2星，摁服务铃半天没有人，叫服务员也没有人回答，几个大妈在那边聊天，看了我一眼就走开。这种情况我给2星也太厉害了吧！我仁慈了。总体来说如果来这里，想吃烤鱼，恩可以试一试。""",,,,,,,,,,,,,,,,,,,,
